"nt","nz","a","b","bmin","bmax","b3","dxK","dyK","zK","dxO","dyO","zO","x0","y0","z0","y1","z1","x2","z2","x3","y3","dab","dbh","db12","db","odev","inv","cen","rot","invK","cenK","rotK","dgam","amin","amax","tK","pK","tO","pO","d1","d2","d3","d4","d5","dxK","dyK","dxO","dyO","tem","SG","SG0","g2","file","cation","cnf","L","met","fntag"
"i","i","Ao","Ao","Ao","Ao","Ao","Ao","Ao","Ao","Ao","Ao","Ao","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","mAo","deg","deg","deg","deg","deg","deg","deg","deg","deg","deg","deg","deg","Ao","Ao","Ao","Ao","K","str","str","str","str","str","str","c","str","str"
2,1,6.04461808000000,6.04461808000000,3.09107426438552,3.09335541835606,3.19312220890784,.942523257745609,-.0399337579207137,2.53857,-.382601218103134,.436103267346799,5.69301571428571,0.,0.,0.,653.681857979763,11.86,-655.966956073325,11.86,-225.106778817834,-44.2658135669131,0.,2.28115397054018,2.28115397053985,2.28115397054118,87.5516949850657,0.,7.54108058787957e-013,5.33389472834483e-012,5.1888824059265e-013,2.70359348280544e-012,3.45601551297229e-005,.433403e-1,155.58756931476,155.58756931476,60.1899421612371,-171.794868730129,76.1460724549861,-94.9801244353917,200.084069003075,64.3032414211183,0,0,0,.942523257745609,-.0399337579207137,-.382601218103134,.436103267346799,0,"p21/b11","p21/b11","","layerCHMA_R2SCAN-RVV10paw600_L4","CHMA","","","~R2SCAN",""
2,1,6.13733506500000,6.13733506500000,3.08481796350018,3.08501934779006,3.15559313712698,.21556775684664,.203541727549882,2.57733,.21556775684664,.203541727549882,2.57733,0.,0.,0.,5.1546794257701,316.19,228.783689656641,316.19,-282.145016885472,-260.501932679231,0.,.201384289879258,.201384289879036,.20138428988048,110.660520053809,0.,5.90344010923703e-013,1.22007568491718e-011,0.,0.,0.,-4.3720213,168.232660179247,168.232660179247,0,0,0,0,0,0,0,0,0,.21556775684664,.203541727549882,.21556775684664,.203541727549882,0,"p21/b11","p21/b11","","layerCs-a_R2SCAN-RVV10paw600_L4","Cs","a","","~R2SCAN",""
2,1,6.11090484000000,6.11090484000000,3.05545242,3.05545242,3.15642,0.,0.,2.62764,0.,0.,2.62764,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.36067582774648e-012,0.,0.,5.73716378436834e-012,0.,0.,0.,0.,180.,180.,0,0,0,0,0,0,0,0,0,0.,0.,0.,0.,0,"p4/mmm","p4/mmm","","layerCs_R2SCAN-RVV10paw600_L4","Cs","","","~R2SCAN",""
2,1,6.20114127500000,6.20114127500000,3.0390816444711,3.33096951799211,3.17808893357515,-1.9601346774797,-.760397140929194,2.69931,-1.19837385054036,-.605539850824215,5.64860875,-781.735438377854,-912.381414070952,0.,892.273696373009,0.,-958.138706663768,0.,-171.798686712924,214.566214544761,0.,291.887873520999,76.4892523048029,291.887873521001,191.97809860286,414.051783388041,7.94152289628385e-013,7.16046092390122e-005,6.66243946844091e-014,1.7256673800537e-012,6.24900943094309e-012,4.2961095,148.53705853994,154.730365789522,54.0082083612439,20.5760813690688,67.8458684100567,-2.56960999365,186.247178440564,65.1384157053040,124.781661637620,0,0,-1.9601346774797,-.760397140929194,-1.19837385054036,-.605539850824215,0,"pb21m:400yx","pb21m","","layerMBA-rac_R2SCAN-RVV10paw600_L4","MBA","rac","","~R2SCAN",""
2,1,6.21337352000000,6.21337352000000,3.08611675796453,3.32560630955108,3.17458867183724,-.497261341403177,.720047590837007,2.69943,.255016725626509,.99915884792612,5.65113875,667.996768230259,681.476987338147,29.87,788.420458700833,-16.31,-831.639019443037,-12.,-162.84018092438,154.543825378509,0.,239.489551586549,24.8542064630731,239.489551586551,146.30173701915,339.82583107901,7.433797809394e-013,3.30654246129233e-011,167.400692117429,3.06603856040392e-012,167.400692181147,1.0907258,151.469618369471,151.963937357276,54.431488939392,22.689364598218,67.54895706142,-8.23858126117293,187.503505257782,59.3762074453748,124.330800145398,0,0,-.497261341403177,.720047590837007,.255016725626509,.99915884792612,0,"p2111:040","p2111","","layerMBA-R_R2SCAN-RVV10paw600_L4","MBA","R","","~R2SCAN",""
2,1,6.21365890000000,6.21365890000000,3.08643631928359,3.3256350667533,3.17375282475609,-.475624992015903,.568176132663829,2.65875,.339824579141319,.55892562141333,5.58001125,668.613319023627,682.230582468002,-29.97,787.94256372184,16.86,-831.394999043819,13.94,-127.099754879619,246.788812656176,0.,239.198747469695,25.4032664105627,239.198747469696,146.176226246061,339.338338092574,1.43901350799954e-012,2.12560082612666e-011,166.168822531175,1.82202899065989e-012,166.168823722481,1.0795934,151.484729192356,151.950271520224,54.0063971373541,-24.2395127285246,68.6006630132838,-9.03811956512489,171.519827106583,289.631147185222,235.317589956047,0,0,-.475624992015903,.568176132663829,.339824579141319,.55892562141333,0,"p2111:040","p2111","","layerMBA-S_R2SCAN-RVV10paw600_L4","MBA","S","","~R2SCAN",""
2,1,6.03390696000000,6.03496025000000,3.09619861835317,3.09983729813926,3.19139424347273,.973735678023955,.00904167519836108,2.6133,.981237971215946,-.969093323173057,6.09103571428571,0.,0.,0.,700.50895773375,44.97,-728.434931376235,43.12,-142.371161550797,-.400945684504324,-1.05329000000,3.13123390105419,3.13123390105363,3.58311146875634,53.842254488156,3.62597321469472e-013,9.63156085703233e-013,23.6248558971975,1.14034551713516e-012,1.38317163800609e-012,2.70142296061047,.5287632,153.80417981139,153.809466831761,68.0078891610692,179.57014585441,35.9121424718529,136.661007814774,187.990335670211,299.923183813900,286.423077179814,0,0,.973735678023955,.00904167519836108,.981237971215946,-.969093323173057,0,"p-1","p-1","","layerPEA-L_R2SCAN-RVV10paw600_L4","PEA","L","","~R2SCAN",""
2,1,5.91326061000000,5.91326061000000,3.1044118086957,3.11534694000203,3.15973871939517,-.525347894015651,.547785227600655,2.80638,-.103432343728641,-1.82663691179746,6.90091571428571,0.,0.,0.,786.942694013954,557.14,-988.011761863469,557.14,-334.559154677111,-529.25836834835,0.,10.9351313063227,10.9351313063227,10.935131306324,91.0921415579571,0.,5.41055774894659e-013,1.03607515231436e-011,7.46727911876187e-013,1.74434778810089e-012,4.39572480681952e-012,3.9277259,143.876049286375,143.876049286375,17.973633715459,-110.536133329451,101.043597807778,-58.0127935012311,173.472016436061,178.837661910567,262.557182316888,0,0,-.525347894015651,.547785227600655,-.103432343728641,-1.82663691179746,0,"p21/b11","p21/b11","","layerPEA2Br_R2SCAN-RVV10paw600_L4","PEA2Br","","","~R2SCAN",""
2,1,6.01643813500000,6.01643813500000,3.09348963622401,3.09979933731911,3.19310984250233,.967029342377523,-.00218963309739895,2.62908,1.01234526708112,-.978615178585877,6.07760714285714,0.,0.,0.,734.611436099593,13.06,-764.721775217357,13.06,-134.623159343344,-2.09722523835944,0.,6.30970109508744,6.30970109508722,6.30970109508944,51.985418156723,0.,6.94181024664832e-013,1.61685901006048e-011,4.71717801817566e-005,3.04042271041702e-012,4.20794415439973e-005,.5735854,152.549538707089,152.549538707089,67.9189489964793,179.862831263427,34.7820615585267,136.997647877222,187.939396589982,300.548931254316,286.339363932215,0,0,.967029342377523,-.00218963309739895,1.01234526708112,-.978615178585877,0,"p21/b11","p21/b11","","layerPEA4F_R2SCAN-RVV10paw600_L4","PEA4F","","","~R2SCAN",""
2,1,6.02836773000000,6.02836773000000,3.09452094777656,3.10125077760785,3.19084564815904,.975248614509672,.00355017373322486,2.62099,.976696528587494,-.97836857496526,6.09680857142857,0.,0.,0.,714.28791433474,37.21,-744.05627975902,37.21,-141.196128693744,.897339053091741,0.,6.72982983128267,6.72982983128212,6.72982983128367,50.6932988413175,2.56395024851142e-013,4.0400594968629e-013,1.33371509395208e-011,7.73939632590538e-013,1.6202265968529e-012,3.51572616860667e-005,.5658807,153.301563751768,153.301563751768,68.1460420644975,179.748572817347,35.932260830774,136.563617250868,188.131883088442,299.923836887963,286.168343667596,0,0,.975248614509672,.00355017373322486,.976696528587494,-.97836857496526,0,"p21/b11","p21/b11","","layerPEA_R2SCAN-RVV10paw600_L4","PEA","","","~R2SCAN",""
2,1,6.03666550000000,6.03666550000000,3.09682372830361,3.10094656198942,3.19058702453314,-.975800345695415,-.00548007868394773,2.60282,-1.00037124434662,.763600971262443,5.97677,0.,0.,0.,700.643488762264,-43.07,-729.330339524078,-43.07,142.123327043458,.514421379809237,0.,4.12283368580291,4.12283368580235,4.12283368580413,50.1812556821983,0.,8.55660361446614e-013,1.43573724853517e-011,2.66653252309481e-005,2.9385394164054e-012,3.50580123021214e-005,.5447782,153.815186662654,153.815186662655,66.9493648729369,-.89787948984819,35.5147936173626,-43.7613118927385,188.280017522977,302.545872358187,104.436027354542,0,0,-.975800345695415,-.00548007868394773,-1.00037124434662,.763600971262443,0,"p21/b11","p21/b11","","layerTEA_R2SCAN-RVV10paw600_L4","TEA","","","~R2SCAN",""
3,2,6.44428493000000,6.44428493000000,2.94384984554741,3.69928295231374,3.16554834497105,-2.10829556017054,-.820914894214278,2.71000283,-1.2981153975959,-.529062613890643,5.645707512875,-836.869184447769,-885.649529960072,0.,771.929996063043,0.,-915.718042649458,0.,-152.065288701766,187.904012199556,0.,755.433106766337,77.7509626982461,755.433106766338,286.240866082014,613.993139913449,6.59937086464132e-013,2.39859674084728e-011,1.05603274037785e-013,3.53133705037306e-012,3.56631760313828e-012,4.0156024,152.576661472928,154.688756503041,55.1706646270144,18.6499853574202,68.3677439379742,-2.18807101531446,182.951428200313,68.2418427093946,128.192079597256,0,0,-2.10829556017054,-.820914894214278,-1.2981153975959,-.529062613890643,250.,"Pnam:004","Pnma","-x,-y,z+1/2","MBA-rac_Lu20d_AZ_L4","MBA","rac","2","Lu20d","AZ"
3,2,6.46011553500000,6.46011553500000,2.95877093398767,3.72726359089934,3.16492785932847,-.612704918810585,.797514982079838,2.771810972,.15757629734789,1.12916765262113,5.70565102275,666.703536783117,746.412080315498,41.387472,743.250410888159,-10.059455,-870.163168603656,-32.477669,-159.783671314674,179.957061894876,0.,768.492656911669,47.5407665936686,768.492656911671,280.969415823885,627.541205861161,8.83540380585381e-013,1.37505439927798e-011,72.8148355980173,1.97417033708895e-012,72.8148355980177,2.8029865,153.241442088477,153.524402927626,55.4074277211577,19.0996386690205,67.5015748239476,-3.12664161547441,181.829790108744,66.8300460859966,124.823461861024,0,0,-.612704918810585,.797514982079838,.15757629734789,1.12916765262113,250.,"P212121","P212121","-x+1/2,-y,z+1/2","MBA-R_Lu20d_AZ_L4","MBA","R","2","Lu20d","AZ"
3,2,6.46148621000000,6.46148621000000,2.95959612784061,3.72731918765706,3.16359360728218,-.580037146348664,.60536815345564,2.603270605,.279892560069935,.713308263973183,5.504153276875,667.387293680346,746.448620774833,-41.084615,743.673478919973,10.055675,-869.665684830636,31.316245,-139.040486219018,199.874751732635,0.,767.723059816443,47.5410779750705,767.723059816445,280.794701995996,627.176670330457,1.73185302495883e-012,7.61926258705282e-012,81.9216777438541,2.53540475218967e-012,81.9216777438539,2.791604,153.238947597222,153.538523898547,53.8152075775679,-22.8896855352666,68.7102142822828,-10.4533326978382,172.150154578149,287.881644845275,233.579644967318,0,0,-.580037146348664,.60536815345564,.279892560069935,.713308263973183,250.,"P212121","P212121","-x+1/2,-y,z+1/2","MBA-S_Lu20d_AZ_L4","MBA","S","2","Lu20d","AZ"
3,1,6.05613248500000,6.05613248500000,3.14066134672293,3.14837108649757,3.15503922713601,-.417033297203947,.555224611874968,2.7288792165434,-.195068173744664,-1.77342652078272,6.85975385147181,0.,0.,0.,653.418926249526,540.221815052485,-806.595476552578,540.221815052485,-301.838557930644,-542.207723832025,0.,7.70973977463718,7.70973977463674,7.70973977463996,69.6159752850876,0.,4.88161583684659e-013,2.53262694840717e-011,5.28649957079857e-013,2.70271646018721e-012,5.80505360739128e-012,2.9117085,148.716870570758,148.716870570758,18.0396181316735,-116.582263866351,105.003262850018,-57.3686272160177,170.053361249687,176.929913005533,251.579541683821,0,0,-.417033297203947,.555224611874968,-.195068173744664,-1.77342652078272,293.,"P21/b11","P21/c","","PEA2Br_Xu03a_L4","PEA2Br","","1","Xu03a",""
3,1,6.08383859000000,6.08383859000000,3.11003613289552,3.11601474445401,3.1652209714529,.942724168853165,-.0189086938652774,2.58031807604409,1.00624632531326,-.985460009410799,6.02189699218559,0.,0.,0.,661.209894523808,21.3409765687857,-707.282356467111,21.3409765687857,-170.016053610621,-23.2171143133879,0.,5.97861155848012,5.97861155847978,5.97861155848189,64.9962685303572,2.56395024851142e-013,8.86715801229537e-013,9.92739308224091e-012,1.64954251530847e-012,3.91953074946584e-012,4.5816560921575e-012,.8683838,155.460811184551,155.460811184551,68.0001027125994,179.205179194978,34.9054771295505,137.88650585392,188.031624758558,301.265999807773,287.286008181103,0,0,.942724168853165,-.0189086938652774,1.00624632531326,-.985460009410799,90.0,"P21/b11","P21/c","","PEA4F_Hossain24_L4","PEA4F","","1","Hossain24",""
3,1,6.13791658500000,6.13791658500000,3.13297340280288,3.13774029496988,3.18085495327448,.924339921312185,-.0192745756640269,2.61122818989858,.977730392466781,-.958198960783342,6.10009436104267,0.,0.,0.,641.30762432244,26.1122818989858,-694.355482533367,26.1122818989858,-191.16588088191,-26.2715829067164,0.,4.76689216698845,4.76689216698789,4.76689216699011,72.6560409216563,0.,9.55539271906515e-013,3.64938063505348e-011,1.01008670156655e-012,1.77937197654335e-012,1.69984719636645e-011,.9914299,156.374935088878,156.374935088879,66.7979441384074,179.847669008229,36.2795672391374,138.295451870379,187.823759113068,298.789489592514,288.267921168449,0,0,.924339921312185,-.0192745756640269,.977730392466781,-.958198960783342,293.,"P21/b11","P21/c","","PEA4F_Mitzi01_L4","PEA4F","","1","Mitzi01",""
3,2,6.08812582500000,6.14124138000000,3.1151254379475,3.14042460252687,3.1671794977796,.940098164173131,-.00907566572641727,2.59832747960136,.900208375823767,-1.03187177543171,6.06233439485259,0.,0.,0.,667.937049632224,45.1210428112367,-645.953716276033,41.2535248559878,-170.483143513247,-36.140468086573,-53.11555500000,21.1669409597188,21.1669409597181,4.89840739958636,59.9891012674753,3.62597321469472e-013,1.16054599554469e-012,37.1677946598845,6.63042689906761e-013,1.93649788282643e-012,65.2633864018079,.112641e-1,155.193575736517,156.214796500502,66.7278449832055,176.678468677486,35.5200990731884,138.947530217818,185.962258741616,298.068176514653,290.173051781867,0,0,.940098164173131,-.00907566572641727,.900208375823767,-1.03187177543171,150.,"P-1","P-1","-y+1,-x+1/2,-z+1/2","PEA_Gao19a_AZ_L4","PEA","","2","Gao19a","AZ"
3,2,6.13452946500000,6.08154629000000,3.11032734793496,3.13559885965124,3.16171751599465,.967395751691204,-.0185312839277789,2.5702602551557,.957841563272397,-1.02908093418962,6.02550680764235,0.,0.,0.,638.156560087931,49.3541246002466,-666.178975187826,49.6746059288197,-172.144746635341,-24.6680430671771,52.98317500000,20.7468540342289,20.7468540342286,4.52626243936916,57.5237133953655,0.,7.93710083823505e-013,39.3319443914512,7.54741711435048e-013,1.68382372984145e-012,76.5492699386467,.616881e-1,155.33647019085,156.425862388142,67.8601058288324,176.878981100493,34.6396351655374,131.495912009117,183.833950847324,299.066300592814,287.374951305408,0,0,.967395751691204,-.0185312839277789,.957841563272397,-1.02908093418962,100.0,"P-1","P-1","y,x+1/2,-z+1/2","PEA_Hossain24_L4","PEA","","2","Hossain24",""
3,1,6.12855536500000,6.08060984000000,3.11347847703757,3.13148167365912,3.15867812742491,.917978708953062,-.00992283469446198,2.57924641950478,.924227678958181,-.994973642133066,6.00671522539379,0.,0.,0.,642.385162202558,-1.12210844851047,-670.031934533233,50.9757838037613,-78.9620882136838,-95.5607080689715,47.94552500000,17.3831336911094,17.383133691109,1.18798030968748,43.4203450011642,0.,8.60273607617485e-013,114.847507616482,1.06688468885949e-012,3.67543232686321e-012,848.19291993403,.152647e-1,155.102721586305,156.320277808532,67.1315962907284,178.724414188938,33.6159385552781,133.734664117373,181.208352708633,297.936919008353,286.529804458349,0,0,.917978708953062,-.00992283469446198,.924227678958181,-.994973642133066,296.0,"P-1","P-1","","PEA_Sheikh20_AZ_L4","PEA","","1","Sheikh20","AZ"
3,2,6.13579225500000,6.08375379500000,3.11035529099342,3.13670953633866,3.15678408562817,.952152337887037,-.0241185859199162,2.58229626720041,.955704788114713,-1.01613347154766,6.01772976269956,0.,0.,0.,636.216066619374,46.1353179251686,-664.674471460746,51.9022326658146,-183.302923574421,-30.0677056708591,52.03846000000,20.3586770614368,20.3586770614366,6.39858679560845,58.9756909106679,2.56395024851142e-013,7.72609821867817e-013,38.1699759685335,7.47709803045737e-013,3.954022731391e-012,130.012602246127,.822273e-1,155.432138183629,156.508449242454,67.5790969250291,179.990678778519,35.1620123473753,135.477865386539,178.290983575233,295.347227219402,288.631820963024,0,0,.952152337887037,-.0241185859199162,.955704788114713,-1.01613347154766,125.,"P-1","P-1","y+1/2,x,-z+1/2","PEA_Zhang22e_125K_L4","PEA","","2","Zhang22e","125K"
3,2,6.06470353000000,6.08824765500000,3.10292112084814,3.11629022407011,3.17518517833711,.927105963172624,-.0186759921095119,2.58831052952213,.84743467227979,-.893876308054613,5.97307582602195,0.,0.,0.,665.551781774804,38.9545062971558,-663.636940990373,29.9887865938421,-167.457548110417,-54.5818189019331,-23.54412500000,10.6365980058026,10.636598005802,3.70976172376736,58.6329394112239,5.12790049702284e-013,9.12598655279446e-013,21.333604920487,7.81580256213808e-013,1.72679351799037e-012,60.1744160955694,.313369e-1,155.200530683044,155.438659238895,67.2237404946784,176.311758508316,35.8729436377351,135.753925048363,179.983168810049,299.993484630899,107.150426156574,0,0,.927105963172624,-.0186759921095119,.84743467227979,-.893876308054613,120.,"P-1","P-1","y,x+1/2,-z+1/2","TEA_Lin19d_AZ_L4","TEA","","2","Lin19d","AZ"
